koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
FALSE POSITIVE,1.72933255,132.5413,0.586,3.631,2.97E+01,0.005188,0.18216,0.69,0.0271,78.97,1550,5921,4.22,-0.36,1.211,0.888,13.07,13.505,13.022,12.883,12.823,11.872,11.571,11.488
FALSE POSITIVE,1.729338354,132.536976,0.887,6.8524,1.40E+05,0.499864,0.11065,139.36,0.0312,70.02,783,5587,3.754,0.04,2.553,1.35,11.679,12.151,11.629,11.477,11.421,10.461,10.14,10.055
FALSE POSITIVE,0.567493852,131.9916219,1.275,1.35349,7.98E+03,0.38733,0.619,65.47,0.0134,54.45,1180,6370,4.053,-0.6,1.548,0.986,13.205,13.561,13.178,13.053,12.999,12.07,11.735,11.555
CANDIDATE,2.54031121,133.77849,0.295,1.83,1.73E+02,0.012081,3.19149,1.2,0.0368,88.35,513,5778,4.531,0.07,0.911,1.028,15.921,16.498,15.861,15.674,15.567,14.64,14.318,14.145
FALSE POSITIVE,2.105238039,132.675463,0.83,5.23595,9.47E+04,0.364854,0.18096,75.1,0.0336,76.22,643,5947,3.943,-0.08,1.885,1.137,13.796,14.34,13.755,13.563,13.453,12.563,12.241,12.149
FALSE POSITIVE,7.226944171,136.163008,1.233,23.0124,6.82E+05,1.601176,0.07032,237.79,0.0748,77.71,0,6270,4.199,-0.22,1.36,1.064,13.27,13.639,13.266,13.111,13.091,11.601,11.174,11.098
FALSE POSITIVE,31.9733117,133.867225,1.35,13.2105,7.51E+04,0.720646,0.14322,272.44,0.2502,86.09,43,7854,3.669,-0.12,3.462,2.039,8.5,8.506,8.498,8.624,8.674,7.965,7.926,7.883
CANDIDATE,1.371587993,131.80506,0.9829,12.901,4.56E+02,0.028042,0.01031,4.91,0.0266,13.18,794,7045,4.154,-0.3,1.604,1.341,13.104,13.304,13.038,12.987,12.979,12.208,11.99,11.925
FALSE POSITIVE,20.84991961,137.5588347,13.715,13.7687,3.13E+05,13.443089,6.93637,2912.48,0.1728,75.35,0,7355,4.042,-0.12,1.984,1.581,13.04,13.21,12.983,12.974,12.959,12.377,12.234,12.18
FALSE POSITIVE,15.12021253,139.6966549,1.199,3.50007,2.46E+04,0.418193,1.29569,33.11,0.1056,87.25,89,5232,4.554,-0.52,0.725,0.686,15.166,15.835,15.12,14.879,14.723,13.683,13.225,13.107
FALSE POSITIVE,3.481657589,134.1835162,0.245,4.75315,3.47E+05,0.555008,1.00721,78.24,0.0441,88.37,0,6225,4.191,-0.48,1.291,0.943,13.396,13.794,13.357,13.225,13.157,12.254,11.998,11.947
FALSE POSITIVE,0.739769962,131.9671179,1.212,1.95901,2.07E+04,0.407995,0.49757,82.29,0.0165,60.12,1808,6465,3.947,-0.52,1.847,1.101,11.634,11.943,11.601,11.502,11.488,10.623,10.398,10.318
FALSE POSITIVE,6.570421193,134.01948,0.939,4.4698,6.01E+04,0.34282,0.55695,33.99,0.0667,85.03,205,5812,4.484,-0.22,0.908,0.916,15.299,15.809,15.25,15.08,15.001,14.034,13.748,13.629
FALSE POSITIVE,0.541405029,131.933523,0.641,2.7481,3.28E+05,0.645629,1.05786,125.64,0.0125,75.38,1239,5096,3.889,-0.1,1.782,0.898,14.771,15.543,14.729,14.441,14.342,13.258,12.721,12.601
FALSE POSITIVE,2.17814186,132.02946,0.012,1.988,1.28E+02,0.010063,2.42788,0.92,0.0309,89.92,1228,5101,4.506,0.14,0.84,0.824,15.458,16.223,15.394,15.13,14.974,14.004,13.531,13.377
CANDIDATE,5.89773974,133.42423,0.1566,2.243,7.79E+01,0.008134,4.36201,1,0.0657,89.38,225,6300,4.371,-0.1,1.126,1.082,14.742,15.138,14.699,14.572,14.543,13.692,13.411,13.368
FALSE POSITIVE,0.609662423,131.946514,0.799,4.24033,1.41E+05,0.443554,0.25864,110.14,0.0169,62.31,2204,7498,3.964,-0.06,2.274,1.735,12.216,12.343,12.173,12.177,12.213,11.588,11.535,11.449
CANDIDATE,1.74145041,132.0107,0.33,1.712,3.71E+02,0.017531,2.64054,1.46,0.0268,87.48,207,5238,4.598,-0.1,0.764,0.854,16.269,16.984,16.208,15.962,15.82,14.809,14.307,14.202
FALSE POSITIVE,0.953299962,131.699309,1.267,1.69478,2.24E+03,0.320271,0.18014,35.67,0.0188,51.91,1404,6183,4.407,-0.36,1.02,0.969,14.538,14.966,14.502,14.354,14.294,13.4,13.108,13.04
CANDIDATE,20.2944118,148.08554,8.7053,0.357,4.54E+02,7.728274,950.09515,774.73,0.1463,88.24,67,5865,4.518,-0.04,0.918,1.012,15.919,16.451,15.845,15.691,15.577,14.608,14.292,14.205
FALSE POSITIVE,2.745640575,131.707795,1.117,3.04508,4.53E+04,0.43239,0.62675,47.22,0.0385,79.78,495,5780,4.438,0,1,1,15.945,16.534,15.904,15.693,,14.909,14.692,14.685
CANDIDATE,17.9908273,141.92539,0.129,1.436,6.60E+02,0.022928,53.51827,1.88,0.1208,89.92,74,4918,4.546,-0.1,0.752,0.727,15.864,16.675,15.792,15.516,15.332,14.19,13.683,13.646
FALSE POSITIVE,12.18072127,139.3460044,0.479,4.15602,4.15E+05,0.656708,5.71703,63.25,0.1029,89.23,0,5750,4.538,-0.04,0.882,0.98,15.386,15.893,15.329,15.169,15.115,14.246,13.825,13.814
FALSE POSITIVE,50.4670244,132.009484,0.973,8.96181,1.03E+05,0.478548,0.81699,52.88,0.2716,88.84,27,6137,4.448,-0.12,1.012,1.043,14.884,15.319,14.822,14.698,14.635,13.69,13.39,13.245
CANDIDATE,198.11309,175.3243,0.1542,15.59,5.33E+01,0.006707,0.434,1.09,0.6915,89.95,8,6163,4.144,-0.04,1.486,1.122,11.909,13.218,12.168,,,11.204,10.931,10.905
FALSE POSITIVE,0.84986054,132.0547,1.26,1.3875,6.57E+03,0.368524,0.58519,67.45,0.017,63.43,31,5164,3.949,-0.02,1.676,0.91,14.319,14.978,14.248,14.036,13.878,12.839,12.437,12.361
FALSE POSITIVE,0.933728196,131.5336,0.015,3.441,6.77E+01,0.00755,0.22215,0.85,0.019,89.59,1440,6170,4.43,-0.14,1.032,1.04,15.317,15.765,15.257,15.125,15.013,14.091,13.808,13.772
FALSE POSITIVE,2.03742712,131.5592,0.791,3.939,3.60E+01,0.006048,0.08059,0.9,0.0325,72.32,525,6356,4.215,-0.16,1.358,1.101,13.929,14.216,13.886,13.806,13.79,13.006,12.76,12.696
FALSE POSITIVE,5.274819905,136.708908,0.99,4.6688,1.09E+05,0.503754,0.64756,100.89,0.0692,84.22,191,7247,4.111,0.04,1.834,1.584,12.465,12.628,12.411,12.417,12.44,11.656,11.524,11.486
FALSE POSITIVE,0.527678272,131.8133693,0.385,2.33166,2.48E+05,0.46755,1.22017,75.31,0.0125,81.54,2539,5321,4.069,0.16,1.475,0.931,10.834,11.422,10.804,10.581,10.48,9.452,9.043,8.949
FALSE POSITIVE,3.55027051,133.7711,0.022,1.879,2.13E+02,0.013195,4.70609,1.15,0.0438,89.91,240,5497,4.581,-0.14,0.8,0.896,15.81,16.389,15.736,15.562,15.414,14.437,14.038,13.881
CANDIDATE,5.70509519,136.20183,0.469,1.58,2.84E+02,0.015647,8.93685,1.58,0.0599,88.92,190,5455,4.448,0.04,0.927,0.88,15.597,16.226,15.517,15.328,15.217,14.213,13.791,13.783
FALSE POSITIVE,65.4317194,144.171343,0.885,12.2384,1.53E+05,0.521492,0.57156,59.22,0.3246,89,3,6201,4.431,-0.12,1.04,1.059,15.54,16.002,15.509,15.342,15.304,14.405,14.045,13.994
FALSE POSITIVE,1.718649321,132.21092,0.421,3.94095,1.91E+05,0.413775,0.61677,39.08,0.0276,84.73,779,6071,4.541,-0.42,0.865,0.947,13.51,13.91,13.466,13.338,13.291,12.445,12.189,12.132
FALSE POSITIVE,7.2949175,136.0798,1.132,41.04,1.83E+02,0.146251,0.00056,11.67,0.0684,13.44,193,5289,4.614,-0.28,0.731,0.809,15.848,16.507,15.8,15.565,15.44,14.368,13.878,13.883
FALSE POSITIVE,7.2935801,136.2546,1.157,40.02,1.25E+02,0.167657,0.00059,17.41,0.0752,12.2,193,5900,4.509,0.07,0.951,1.065,14.973,15.438,14.904,14.773,14.722,13.805,13.537,13.437
FALSE POSITIVE,42.9261364,138.5107,0.2964,2.578,3.78E+02,0.017716,19.50904,1.84,0.2444,89.95,29,5628,4.503,0.32,0.953,1.054,15.395,16.003,15.303,15.135,15.048,14.054,13.699,13.637
FALSE POSITIVE,1.89129338,132.6698,0.373,5.677,3.38E+01,0.005274,0.07934,0.42,0.0267,81.3,710,4986,4.558,-0.24,0.733,0.709,13.558,14.302,13.529,13.239,13.074,12.039,11.531,11.441
FALSE POSITIVE,1.89124453,132.6958,0.734,5.08,3.10E+01,0.005493,0.05077,1.19,0.0272,69.79,711,5850,3.72,-1.92,1.977,0.749,12.76,13.199,12.729,12.571,12.503,11.63,11.324,11.272
FALSE POSITIVE,1.89134201,132.6744,0.2376,4.674,1.29E+02,0.01037,0.15731,0.92,0.0289,85.37,705,5658,4.567,-0.22,0.815,0.895,15.799,16.367,15.748,15.556,15.447,14.47,14.078,13.966
FALSE POSITIVE,87.87826191,194.105106,0.585,12.8138,3.39E+05,0.618216,1.21057,110.85,0.3805,89.58,0,5784,3.985,-0.32,1.642,0.951,12.744,13.191,12.688,12.552,12.489,11.649,11.371,11.299
FALSE POSITIVE,15.92663277,145.5519669,0.672,7.42888,2.72E+05,0.578733,0.95814,57.95,0.12,88.36,0,5496,4.471,0.06,0.917,0.907,14.88,15.498,14.792,14.616,14.456,13.568,13.202,13.107
FALSE POSITIVE,0.958116585,132.052919,1.275,2.3496,2.37E+03,0.329783,0.11023,49.16,0.0187,43.19,1396,6032,4.147,-0.32,1.365,0.954,12.735,13.166,12.694,12.55,12.496,11.632,11.312,11.243
FALSE POSITIVE,39.8415229,168.1412318,0.902,8.79024,1.44E+05,0.515495,0.89456,116.52,0.2543,88.77,31,6078,3.946,0.1,2.07,1.38,12.003,12.457,11.962,11.809,11.781,10.941,10.69,10.589
FALSE POSITIVE,1.891268461,132.6833032,0.183,8.24958,6.42E+05,0.785578,0.1886,399.93,0.0454,86.81,0,11287,3.642,0.07,4.662,3.471,10.672,10.672,10.56,10.707,10.754,10.68,10.526,10.475
FALSE POSITIVE,1.89114441,132.7545,1.088,8.724,4.99E+01,0.095967,0.00727,6.57,0.0256,11.79,715,4267,4.637,-0.14,0.627,0.622,13.814,14.995,13.781,13.307,13.06,11.878,11.241,11.118
FALSE POSITIVE,61.25964956,140.698649,0.741,12.1777,2.33E+05,0.5637,0.74771,54.72,0.3024,89.2,18,5912,4.532,-0.18,0.889,0.98,15.518,16.044,15.467,15.293,15.172,14.263,13.944,13.806
FALSE POSITIVE,0.872359598,132.0311474,0.686,3.74512,2.67E+05,0.586135,0.52835,67.08,0.0178,75.66,1229,6240,4.391,-0.34,1.048,0.983,14.742,15.176,14.698,14.555,14.442,13.549,13.168,13.218
FALSE POSITIVE,374.318792,431.5127,0.8507,5.96,1.54E+06,2.732772,717.00439,243.21,0.9836,89.95,0,5997,4.572,-0.5,0.815,0.904,15.369,15.869,15.342,15.155,15.066,14.209,13.788,13.734
FALSE POSITIVE,5.627911313,133.1491782,0.464,7.08223,4.34E+05,0.670243,0.56129,81.61,0.0628,87.28,0,6280,4.361,-0.18,1.115,1.036,13.858,14.24,13.822,13.694,13.677,12.852,12.592,12.495
FALSE POSITIVE,0.62927655,132.015321,0.98,0.9698,8.40E+02,0.04355,0.40845,4.64,0.0136,61.38,2126,5628,4.388,-0.18,0.976,0.85,14.027,14.543,13.955,13.806,13.444,12.5,12.09,11.976
FALSE POSITIVE,1.22578134,131.6062,0.985,2.235,9.94E+04,0.488258,1.40959,53.32,0.0225,78.2,21,5780,4.438,0,1,1,17.431,18.477,17.41,16.981,,13.374,12.827,12.53
FALSE POSITIVE,0.751408792,131.948266,1.242,2.2974,1.75E+04,0.420608,0.33889,41.48,0.0154,54.95,1734,5697,4.46,-0.26,0.903,0.857,15.596,16.174,15.556,15.349,15.222,14.333,13.964,13.913
FALSE POSITIVE,0.866344816,132.06358,0.318,1.9188,2.34E+02,0.013856,0.97539,6.85,0.0168,84.6,1209,4936,3.055,-0.44,4.527,0.848,12.945,13.79,12.897,12.583,12.372,11.241,10.728,10.629
FALSE POSITIVE,2.24294107,133.47862,0.23,2.532,3.94E+01,0.00581,1.1082,0.75,0.0312,88.02,483,6082,4.195,-0.78,1.184,0.802,13.182,13.602,13.153,13.002,12.924,12.05,11.754,11.709
FALSE POSITIVE,0.950487062,131.73468,0.907,2.9283,1.15E+01,0.003648,0.06031,1.35,0.0242,50.41,1427,8107,3.698,0.02,3.385,2.086,11.633,11.666,11.622,11.698,11.744,11.072,10.992,10.978
FALSE POSITIVE,5.579631021,133.5534687,1.323,3.38646,1.18E+05,0.809337,2.31241,90.32,0.062,85.14,243,6188,4.427,-0.22,1.022,1.013,15.473,15.927,15.412,15.278,15.168,14.212,13.842,13.811
FALSE POSITIVE,21.37831102,157.804933,0.257,21.7174,8.06E+04,0.255563,0.033,97.23,0.1447,88.41,53,4905,3.3,-0.24,3.484,0.883,13.998,14.703,13.965,13.696,13.552,12.561,12.055,11.92
CANDIDATE,129.847318,240.6812,0.004,13.057,1.98E+02,0.012907,0.51129,1.45,0.5085,90,10,6133,4.427,-0.12,1.032,1.035,14.52,14.985,14.483,14.321,14.325,13.381,13.053,13.017
FALSE POSITIVE,0.541396363,131.5974,0.0783,2.384,1.81E+02,0.012517,0.41117,2.04,0.0143,87.66,395,7118,4.212,-0.32,1.489,1.322,12.509,12.679,12.452,12.424,12.451,11.721,11.559,11.544
FALSE POSITIVE,0.550509602,131.86731,0.386,1.1836,1.24E+02,0.010159,2.41832,5.02,0.0136,83.46,1889,4891,3.169,-0.08,4.529,1.106,13.355,14.215,13.295,12.986,12.787,11.674,11.141,11.022
FALSE POSITIVE,2.404293523,132.755943,1.364,4.4649,8.15E+03,0.477823,0.06639,888.7,0.0419,59.99,547,4697,2.204,-0.42,17.032,1.691,13.094,14.194,13.079,12.623,12.276,11.009,10.361,10.192
FALSE POSITIVE,25.83683127,137.3641956,0.899,6.32201,1.45E+05,0.517837,1.57859,50.72,0.164,88.65,53,5691,4.477,-0.2,0.897,0.881,13.347,13.855,13.297,13.129,13.055,12.203,11.846,11.82
FALSE POSITIVE,0.94895231,131.85772,0.738,3.952,5.77E+01,0.007505,0.07303,2.51,0.0221,60.85,377,6661,3.666,-0.18,3.067,1.589,12.669,12.934,12.608,12.556,12.512,11.705,11.505,11.478
FALSE POSITIVE,11.70220393,139.4312652,0.967,2.75173,2.90E+04,0.248775,2.34554,57.95,0.1019,87.84,90,6148,3.793,-0.76,2.133,1.03,13.393,13.756,13.354,13.237,13.18,12.358,12.028,11.953
CANDIDATE,2.28494301,132.92343,0.013,1.01,1.62E+02,0.01156,19.41257,1,0.0321,89.96,449,5396,4.571,-0.16,0.789,0.845,15.181,15.801,15.124,14.915,14.779,13.897,13.426,13.302
FALSE POSITIVE,3.722775537,136.515472,0.626,14.3309,1.08E+05,0.319244,0.02094,90.36,0.0495,75.4,370,5425,3.678,-0.38,2.592,1.166,12.746,13.386,12.799,12.472,12.311,10.952,10.392,10.267
FALSE POSITIVE,1.245342215,132.220019,0.728,4.40308,2.34E+05,0.560512,0.39082,90.34,0.0254,76.75,1081,6967,4.25,0.02,1.476,1.414,12.142,12.316,12.084,12.031,12.005,11.26,11.054,10.999
FALSE POSITIVE,0.604755462,131.84831,0.039,1.3741,3.35E+02,0.016228,2.15242,1.29,0.013,89.35,2214,4842,4.616,0.12,0.726,0.815,15.553,16.405,15.481,15.187,15.014,13.928,13.407,13.303
CANDIDATE,439.21978,523.3139,0.2863,9.392,3.42E+02,0.017205,4.15804,1.81,1.1379,89.95,3,6553,4.479,-0.64,0.962,1.017,13.993,14.287,13.964,13.868,13.85,13.067,12.811,12.779
FALSE POSITIVE,8.144135648,136.5054788,0.222,8.88876,8.79E+04,0.277988,0.19715,56.52,0.0942,88.56,164,7605,4.123,0.04,1.862,1.677,13.96,14.132,13.903,13.878,13.88,13.084,12.946,12.885
FALSE POSITIVE,0.566795196,131.80925,0.227,2.18,1.48E+01,0.003508,0.49662,0.35,0.0134,83.59,2369,5680,4.516,0.07,0.908,0.988,12.818,13.289,12.782,12.616,12.568,11.639,11.29,11.243
FALSE POSITIVE,0.566798827,131.81946,0.25,3.662,3.49E+01,0.005381,0.13698,0.52,0.0127,79.13,2369,5548,4.473,-0.14,0.889,0.856,13.656,14.225,13.629,13.412,13.451,12.492,12.102,12.024
FALSE POSITIVE,0.56678012,131.8499,0.492,3.257,2.76E+01,0.004905,0.15253,0.49,0.0133,68.98,2369,5674,4.506,0.04,0.911,0.97,14.311,14.856,14.252,14.077,13.99,13.11,12.774,12.691
FALSE POSITIVE,0.566800113,131.81731,0.751,3.315,1.04E+02,0.01014,0.10967,0.58,0.0109,52.36,2012,3844,4.721,-0.1,0.526,0.531,15.765,17.156,15.845,15.168,14.8,13.57,12.899,12.745
FALSE POSITIVE,0.56679293,131.83103,0.18,3.814,1.01E+02,0.009188,0.12941,0.86,0.0132,82.06,2373,5812,4.551,-0.2,0.853,0.947,15.787,16.323,15.733,15.557,15.466,14.476,14.067,13.958
FALSE POSITIVE,0.566809491,131.79695,0.484,3.156,6.95E+01,0.007736,0.16595,0.55,0.0115,69.94,2375,4987,4.611,-0.62,0.654,0.637,14.873,15.644,14.858,14.543,14.39,13.338,12.856,12.714
FALSE POSITIVE,0.566799218,131.81553,0.6858,4.227,1.82E+01,0.004153,0.08272,0.79,0.0128,52.14,2361,6108,3.893,-0.98,1.753,0.876,11.983,12.375,11.964,11.815,11.767,10.865,10.563,10.514
FALSE POSITIVE,0.566797404,131.83652,0.119,4.109,6.94E+01,0.007529,0.11135,0.64,0.0121,84.47,2366,5313,4.51,-0.38,0.784,0.727,15.354,16.022,15.301,15.068,14.902,13.874,13.381,13.311
CANDIDATE,22.2548897,142.2563,0.239,13.454,8.38E+01,0.008284,0.07273,2.16,0.1645,88.9,64,5349,3.76,-0.12,2.388,1.197,14.156,14.809,14.084,13.877,13.707,12.633,12.2,12.12
FALSE POSITIVE,4.719336335,133.514832,1.269,2.83787,1.24E+04,0.408987,0.41768,91.91,0.0623,80.75,280,6792,3.971,-0.2,2.058,1.444,12.672,12.89,12.6,12.583,12.521,11.731,11.45,11.42
FALSE POSITIVE,1.258274109,132.7042523,1.244,1.92467,1.42E+04,0.405257,0.51661,25.98,0.0191,69.23,1065,4937,4.669,-1.02,0.587,0.585,15.179,15.913,15.176,14.864,14.689,13.598,13.143,12.987
FALSE POSITIVE,8.966610607,138.5745618,1.101,4.01883,5.96E+04,0.460632,1.04101,56.94,0.0859,86.16,150,6480,4.351,-0.36,1.132,1.045,13.478,13.798,13.433,13.341,13.29,12.442,12.198,12.13
FALSE POSITIVE,15.32763411,134.92291,1.204,6.0662,1.77E+04,0.392824,0.20189,291.01,0.1422,84.92,91,4830,2.987,0.12,6.784,1.628,12.672,13.474,12.605,12.328,12.126,10.992,10.487,10.385
FALSE POSITIVE,2.10413487,132.63638,0.611,4.2269,3.21E+05,0.613788,0.82431,67.03,0.0322,83.93,90,5780,4.438,0,1,1,19.485,19.993,19.359,18.28,,,,
FALSE POSITIVE,6.767341062,135.2655184,0.724,4.49213,2.45E+05,0.573978,1.73129,52.84,0.0662,87.43,199,5926,4.513,-0.56,0.843,0.844,14.143,14.597,14.1,13.949,13.854,12.995,12.628,12.582
FALSE POSITIVE,1.92730001,132.36067,1.285,18.812,6.18E+03,0.379426,0.01361,45.99,0.0304,22.18,691,6057,4.352,-0.12,1.11,1.009,13.943,14.403,13.899,13.746,13.689,12.825,12.54,12.424
FALSE POSITIVE,48.79936881,160.196299,0.622,8.80873,3.25E+05,0.621808,2.02473,67.36,0.267,89.44,0,6170,4.472,-0.16,0.992,1.063,15.05,15.47,15.002,14.87,14.816,13.952,13.652,13.652
CANDIDATE,1.01485981,131.6159,0.185,1.65,2.43E+02,0.014362,1.93695,1.61,0.0203,87.76,168,6158,4.453,-0.08,1.024,1.08,15.572,16.018,15.504,15.382,15.289,14.344,14.06,14.004
FALSE POSITIVE,5.882036054,131.7687637,1.183,5.16326,2.39E+05,0.918743,1.26492,119.09,0.0635,84.87,232,5837,4.282,-0.02,1.187,0.983,13.781,14.22,13.727,13.593,13.545,12.626,12.303,12.199
FALSE POSITIVE,4.059428737,133.1885651,0.216,5.26926,2.45E+05,0.463953,0.72138,67.38,0.0534,88.55,171,6610,4.281,-0.12,1.33,1.236,13.374,13.655,13.307,13.253,13.212,12.434,12.163,12.111
CANDIDATE,15.3902613,140.8602,0.231,3.431,7.68E+01,0.008048,3.03823,4.39,0.1458,89.61,88,5649,3.282,-0.58,4.994,1.74,13.808,14.115,13.757,13.677,13.662,12.842,12.592,12.527
CANDIDATE,279.036565,246.6289,1.198,31.92,3.95E+02,0.217619,0.00078,30.25,0.8734,85.34,4,6072,4.285,0.1,1.273,1.139,13.054,13.388,13.004,12.911,12.902,12.055,11.786,11.773
CANDIDATE,26.8552365,146.688,0.825,2.185,1.94E+02,0.014325,4.46409,1.49,0.1778,89.38,49,6045,4.494,-0.12,0.955,1.038,14.958,15.429,14.914,14.756,14.695,13.822,13.452,13.442
FALSE POSITIVE,19.35954117,134.25201,0.328,12.8464,3.87E+05,0.592804,0.29289,101.44,0.132,88.95,0,6198,3.96,-1.18,1.567,0.817,14.257,14.69,14.246,14.071,13.975,12.977,12.653,12.56
CANDIDATE,16.2347636,139.9705,0.046,4.2,1.16E+02,0.009904,1.89915,1.28,0.1338,89.91,79,6478,4.371,-0.04,1.188,1.209,14.299,14.639,14.247,14.153,14.123,13.307,13.059,13.013
FALSE POSITIVE,1.287097944,132.37957,0.382,1.94,1.06E+02,0.009588,1.2486,0.89,0.0217,85.42,1015,5906,4.494,-0.58,0.852,0.826,15.506,16.027,15.48,15.283,15.18,14.264,13.915,13.762
FALSE POSITIVE,3.5565617,133.522,0.262,6.691,6.80E+01,0.007459,0.09563,0.52,0.0389,86.24,304,4964,4.628,-0.72,0.633,0.621,15.191,15.927,15.15,14.875,14.706,13.678,13.193,13.077
FALSE POSITIVE,3.55646511,133.5549,0.344,4.72,4.61E+01,0.006224,0.24642,0.56,0.0412,86.41,305,5475,4.479,-0.46,0.818,0.734,14.609,15.213,14.58,14.349,14.25,13.259,12.872,12.783
FALSE POSITIVE,3.661895766,132.5316735,2.959,35.6374,3.55E+04,2.159874,0.04528,374.78,0.0489,21.39,366,6793,4.101,-0.46,1.589,1.162,13.658,13.868,13.587,13.523,13.488,12.633,12.278,12.183
CANDIDATE,2.3518268,134.352,1.23,5.797,5.77E+02,0.255735,0.01081,39.82,0.0349,33.07,12,5445,4.14,0.48,1.426,1.024,14.106,14.694,14.012,13.854,13.766,12.867,12.521,12.454
FALSE POSITIVE,2.35195525,131.9168815,0.511,5.98883,2.13E+05,0.445655,0.24706,59.62,0.0363,82.95,574,6550,4.324,-0.22,1.225,1.157,12.23,12.49,12.18,12.118,12.138,11.299,11.091,11.048
FALSE POSITIVE,1.882438182,132.7396834,0.395,3.50695,3.44E+05,0.564488,1.32373,74.77,0.0285,86.4,0,6322,4.211,-0.78,1.213,0.872,13.68,14.029,13.649,13.531,13.482,12.578,12.263,12.214
CANDIDATE,3.57944367,133.46198,0.3976,1.869,1.17E+02,0.009952,3.71167,0.87,0.0429,88.24,367,5341,4.546,-0.14,0.801,0.824,15.56,16.204,15.492,15.284,15.161,13.942,13.715,13.57
CANDIDATE,8.2553499,135.17,0.918,3.959,5.45E+01,0.00834,0.08408,3.28,0.0957,82.14,163,5403,3.559,0.26,3.6,1.714,13.816,14.153,13.747,13.672,13.638,12.874,12.536,12.487
FALSE POSITIVE,5.682410334,133.6376552,0.761,5.33373,2.20E+05,0.55816,0.8057,72.9,0.0621,86.08,192,5897,4.278,-0.06,1.196,0.99,14.3,14.821,14.251,14.076,13.93,13.328,13.045,12.987
FALSE POSITIVE,2.199069234,133.0633498,0.762,6.30646,2.25E+05,0.566059,0.21606,118.99,0.037,78.45,495,6613,4.014,-0.12,1.925,1.4,13.245,13.654,13.191,13.071,,12.54,12.374,12.288
FALSE POSITIVE,1.481655821,132.699429,1.103,3.4913,5.91E+04,0.461726,0.32314,59.19,0.0256,70.76,907,6478,4.307,-0.46,1.174,1.018,13.873,14.201,13.83,13.732,13.682,12.828,12.597,12.503
FALSE POSITIVE,0.93370968,131.5714,0.848,3.356,6.22E+01,0.008277,0.0692,0.38,0.0143,54.82,1444,3615,4.839,-0.1,0.42,0.445,15.431,16.99,15.615,14.763,14.325,13.03,12.453,12.232
CANDIDATE,10.6982275,140.6793,0.032,3.198,2.46E+02,0.014411,2.87914,1.73,0.0995,89.93,99,6277,4.417,-0.02,1.097,1.148,15.833,16.266,15.783,15.647,15.6,14.709,14.387,14.383
FALSE POSITIVE,1.388509353,131.786298,1.145,2.84811,3.76E+04,0.424908,0.3842,52.43,0.0241,70.29,768,6075,4.315,-0.28,1.13,0.962,12.309,12.617,12.26,12.177,12.165,11.079,10.789,10.618
FALSE POSITIVE,9.089355023,139.083714,0.647,6.4006,1.01E+05,0.313154,0.4397,68.91,0.1011,87.01,118,7675,4.051,-0.12,2.015,1.665,13.015,13.135,12.975,12.993,13.028,12.267,12.147,12.1
FALSE POSITIVE,0.94808587,131.93348,1.105,8.03,2.30E+02,0.120954,0.02954,37.72,0.0233,9.31,1131,6875,3.798,0.2,2.856,1.868,11.601,11.796,11.535,11.524,11.556,10.808,10.647,10.621
FALSE POSITIVE,10.36855269,132.718439,0.978,4.37878,1.53E+05,0.593091,2.07969,61.14,0.0882,87.54,132,5855,4.418,-0.4,0.944,0.852,14.545,15.038,14.494,14.334,14.222,13.255,12.902,12.81
CANDIDATE,7.20558084,138.3055,0.5196,2.997,5.80E+01,0.007176,1.45432,1.33,0.0756,88.24,150,6002,4.025,-0.06,1.693,1.107,13.553,13.973,13.493,13.372,,12.356,12.057,12.001
FALSE POSITIVE,13.8602646,139.4033,1.204,74.26,4.81E+02,0.226779,0.0002,19.71,0.1045,18.03,79,5667,4.535,-0.5,0.796,0.791,14.756,15.277,14.728,14.533,14.467,13.53,13.058,13.005
FALSE POSITIVE,13.63948043,144.531439,1.033,3.12422,8.11E+04,0.476272,4.4309,44,0.1062,88.32,91,5461,4.517,-0.1,0.846,0.858,15.852,16.477,15.766,15.584,15.411,14.471,13.939,13.986
CANDIDATE,392.50115,498.8298,0.1835,9.88,3.91E+02,0.017596,3.44682,1.9,1.0021,89.95,3,5128,4.388,0.46,0.988,0.87,13.87,14.64,13.781,13.541,13.444,12.434,11.959,11.885
CANDIDATE,5.29655591,131.8704,0.37,3.93,1.35E+02,0.010809,0.61616,1.3,0.063,87.81,247,6268,4.429,0.07,1.1,1.188,15.591,16.05,15.538,15.395,15.346,14.438,14.195,13.99
FALSE POSITIVE,6.882686062,134.052302,0.399,5.47323,3.74E+05,0.584329,1.28461,60.49,0.0708,88.45,0,5704,4.483,0.1,0.948,0.996,15.749,16.326,15.691,15.502,15.482,14.502,14.084,13.936
FALSE POSITIVE,1.407937865,132.26921,0.759,1.585,5.08E+04,0.235958,2.85088,19.09,0.0222,83.48,952,4627,4.564,0.16,0.741,0.734,14.614,15.603,14.615,14.19,13.964,12.802,12.194,12.066
